relationship_type,source_ref,target_ref
uses,intrusion-set--a7f57cc1-4540-4429-823f-f4e56b8473c9,attack-pattern--2e34237d-8574-43f6-aace-ae2915de8597
uses,malware--979adb5a-dc30-48f0-9e3d-9a26d866928c,attack-pattern--c32f7008-9fea-41f7-8366-5eb9b74bd896
uses,malware--a8a778f5-0035-4870-bb25-53dc05029586,attack-pattern--9efb1ea7-c37b-4595-9640-b7680cd84279
detects,x-mitre-data-component--84572de3-9583-4c73-aabd-06ea88123dd8,attack-pattern--005a06c6-14bf-4118-afa0-ebcd8aebb0c9
uses,tool--26c87906-d750-42c5-946c-d4162c73fc7b,attack-pattern--650c784b-7504-4df7-ab2c-4ea882384d1e
uses,tool--6a5947f3-1a36-4653-8734-526df3e1d28d,attack-pattern--e4dc8c01-417f-458d-9ee0-bb0617c1b391
uses,malware--00806466-754d-44ea-ad6f-0caf59cb8556,attack-pattern--03d7999c-1f4c-42cc-8373-e7690d318104
detects,x-mitre-data-component--b9a1578e-8653-4103-be23-cb52e0b1816e,attack-pattern--bf90d72c-c00b-45e3-b3aa-68560560d4c5
uses,malware--f559f945-eb8b-48b1-904c-68568deebed3,attack-pattern--005a06c6-14bf-4118-afa0-ebcd8aebb0c9
uses,intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a,attack-pattern--d1fcf083-a721-4223-aedf-bf8960798d62
uses,intrusion-set--247cb30b-955f-42eb-97a5-a89fef69341e,tool--afc079f3-c0ea-4096-b75d-3f05338b7f60
uses,intrusion-set--93f52415-0fe4-4d3d-896c-fc9b8e88ab90,attack-pattern--3ccef7ae-cb5e-48f6-8302-897105fbf55c
uses,malware--dfa03c7d-79ed-4ce2-b9d1-ddc9dbf56ad2,attack-pattern--92d7da27-2d91-488e-a00c-059dc162766d
uses,malware--7e0f8b0f-716e-494d-827e-310bd6ed709e,attack-pattern--24bfaeba-cb0d-4525-b3dc-507c77ecec41
uses,intrusion-set--5f3d0238-d058-44a9-8812-3dd1b6741a8c,malware--750eb92a-7fdf-451e-9592-1d42357018f1
detects,x-mitre-data-component--2b3bfe19-d59a-460d-93bb-2f546adc2d2c,attack-pattern--1126cab1-c700-412f-a510-61f4937bb096
uses,malware--dcac85c1-6485-4790-84f6-de5e6f6b91dd,attack-pattern--be055942-6e63-49d7-9fa1-9cb7d8a8f3f4
mitigates,course-of-action--9bb9e696-bff8-4ae1-9454-961fc7d91d5f,attack-pattern--7b211ac6-c815-4189-93a9-ab415deca926
uses,campaign--b03d5112-e23a-4ac8-add0-be7502d24eff,attack-pattern--09a60ea3-a8d1-4ae5-976e-5783248b72a4
uses,intrusion-set--9735c036-8ebe-47e9-9c77-b0ae656dab93,attack-pattern--b3d682b6-98f2-4fb0-aa3b-b4df007ca70a
uses,intrusion-set--35d1b3be-49d4-42f1-aaa6-ef159c880bca,attack-pattern--4061e78c-1284-44b4-9116-73e4ac3912f7
uses,intrusion-set--0ec2f388-bf0f-4b5c-97b1-fc736d26c25f,attack-pattern--3c4a2599-71ee-4405-ba1e-0e28414b4bc5
uses,malware--94d6d788-07bb-4dcc-b62f-e02626b00108,attack-pattern--e6919abc-99f9-4c6c-95a5-14761e7b2add
uses,intrusion-set--7113eaa5-ba79-4fb3-b68a-398ee9cd698e,attack-pattern--bf1b6176-597c-4600-bfcd-ac989670f96b
uses,intrusion-set--fa19de15-6169-428d-9cd6-3ca3d56075b7,tool--9a2640c2-9f43-46fe-b13f-bde881e55555
uses,intrusion-set--6fe8a2a1-a1b0-4af8-953d-4babd329f8f8,attack-pattern--ef67e13e-5598-4adc-bdb2-998225874fa9
uses,intrusion-set--420ac20b-f2b9-42b8-aa1a-6d4b72895ca4,attack-pattern--707399d6-ab3e-4963-9315-d9d3818cd6a0
uses,intrusion-set--6fe8a2a1-a1b0-4af8-953d-4babd329f8f8,malware--b57f419e-8b12-49d3-886b-145383725dcd
uses,malware--7724581b-06ff-4d2b-b77c-80dc8d53070b,attack-pattern--b97f1d35-4249-4486-a6b5-ee60ccf24fab
uses,malware--63c2a130-8a5b-452f-ad96-07cf0af12ffe,attack-pattern--707399d6-ab3e-4963-9315-d9d3818cd6a0
mitigates,course-of-action--e3388c78-2a8d-47c2-8422-c1398b324462,attack-pattern--3fc01293-ef5e-41c6-86ce-61f10706b64a
uses,intrusion-set--d8bc9788-4f7d-41a9-9e9d-ee1ea18a8cf7,attack-pattern--5282dd9a-d26d-4e16-88b7-7c0f4553daf4
subtechnique-of,attack-pattern--a009cb25-4801-4116-9105-80a91cf15c1b,attack-pattern--e01be9c5-e763-4caf-aeb7-000b416aef67
detects,x-mitre-data-component--a7f22107-02e5-4982-9067-6625d4a1765a,attack-pattern--0bda01d5-4c1d-4062-8ee2-6872334383c3
uses,intrusion-set--8c1f0187-0826-4320-bddc-5f326cfcfe2c,attack-pattern--e64c62cf-9cd7-4a14-94ec-cdaac43ab44b
uses,campaign--aa73efef-1418-4dbe-b43c-87a498e97234,attack-pattern--208884f1-7b83-4473-ac22-4e1cf6c41471
uses,malware--47afe41c-4c08-485e-b062-c3bd209a1cce,attack-pattern--24bfaeba-cb0d-4525-b3dc-507c77ecec41
uses,malware--3249e92a-870b-426d-8790-ba311c1abfb4,attack-pattern--707399d6-ab3e-4963-9315-d9d3818cd6a0
mitigates,course-of-action--2a4f6c11-a4a7-4cb9-b0ef-6ae1bb3a718a,attack-pattern--c9e0c59e-162e-40a4-b8b1-78fab4329ada
detects,x-mitre-data-component--5297a638-1382-4f0c-8472-0d21830bf705,attack-pattern--106c0cf6-bf73-4601-9aa8-0945c2715ec5
uses,malware--d23de441-f9cf-4802-b1ff-f588a11a896b,attack-pattern--c3d4bdd9-2cfe-4a80-9d0c-07a29ecdce8f
revoked-by,attack-pattern--04ee0cb7-dac3-4c6c-9387-4c6aa096f4cf,attack-pattern--cbb66055-0325-4111-aca0-40547b6ad5b0
uses,tool--999c4e6e-b8dc-4b4f-8d6e-1b829f29997e,attack-pattern--b4694861-542c-48ea-9eb1-10d356e7140a
uses,malware--c8b6cc43-ce61-42ae-87f3-a5f10526f952,attack-pattern--d1fcf083-a721-4223-aedf-bf8960798d62
uses,malware--958b5d06-8bb0-4c5b-a2e7-0130fe654ac7,attack-pattern--dfd7cc1d-e1d8-4394-a198-97c4cab8aa67
uses,malware--af2ad3b7-ab6a-4807-91fd-51bcaff9acbb,attack-pattern--7bc57495-ea59-4380-be31-a64af124ef18
uses,intrusion-set--b7f627e2-0817-4cd5-8d50-e75f8aa85cc6,attack-pattern--bf1b6176-597c-4600-bfcd-ac989670f96b
uses,campaign--b03d5112-e23a-4ac8-add0-be7502d24eff,tool--4664b683-f578-434f-919b-1c1aad2a1111
uses,intrusion-set--467271fd-47c0-4e90-a3f9-d84f5cf790d0,attack-pattern--3ee16395-03f0-4690-a32e-69ce9ada0f9e
uses,malware--92b03a94-7147-4952-9d5a-b4d24da7487c,attack-pattern--7bc57495-ea59-4380-be31-a64af124ef18
uses,intrusion-set--17862c7d-9e60-48a0-b48e-da4dc4c3f6b0,attack-pattern--53ac20cd-aca3-406e-9aa0-9fc7fdc60a5a
mitigates,course-of-action--cc2399fd-3cd3-4319-8d0a-fbd6420cdaf8,attack-pattern--cc3502b5-30cc-4473-ad48-42d51a6ef6d1
uses,malware--df9b350b-d4f9-4e79-a826-75cc75fbc1eb,attack-pattern--3ccef7ae-cb5e-48f6-8302-897105fbf55c
uses,tool--c8655260-9f4b-44e3-85e1-6538a5f6e4f4,attack-pattern--707399d6-ab3e-4963-9315-d9d3818cd6a0
uses,malware--b6b3dfc7-9a81-43ff-ac04-698bad48973a,attack-pattern--d1fcf083-a721-4223-aedf-bf8960798d62
uses,malware--a0ab8a96-40c9-4483-8a54-3fafa6d6007a,attack-pattern--74d2a63f-3c7b-4852-92da-02d8fbab16da
uses,intrusion-set--b7f627e2-0817-4cd5-8d50-e75f8aa85cc6,attack-pattern--2b742742-28c3-4e1b-bab7-8350d6300fa7
uses,intrusion-set--7f848c02-4d1e-4808-a4ae-4670681370a9,attack-pattern--e6919abc-99f9-4c6c-95a5-14761e7b2add
uses,malware--dc5d1a33-62aa-4a0c-aa8c-589b87beb11e,attack-pattern--df8b2a25-8bdf-4856-953c-a04372b1c161
uses,malware--c46eb8e6-bf29-4696-8008-3ddb0b4ca470,attack-pattern--853c4192-4311-43e1-bfbb-b11b14911852
uses,malware--4efc3e00-72f2-466a-ab7c-8a7dc6603b19,attack-pattern--b3d682b6-98f2-4fb0-aa3b-b4df007ca70a
uses,tool--3433a9e8-1c47-4320-b9bf-ed449061d1c3,attack-pattern--6faf650d-bf31-4eb4-802d-1000cf38efaf
uses,malware--99854cc8-f202-4e03-aa0a-4f8a4af93229,attack-pattern--e6919abc-99f9-4c6c-95a5-14761e7b2add
mitigates,course-of-action--eb88d97c-32f1-40be-80f0-d61a4b0b4b31,attack-pattern--01327cde-66c4-4123-bf34-5f258d59457b
uses,intrusion-set--c416b28c-103b-4df1-909e-78089a7e0e5f,attack-pattern--d742a578-d70e-4d0e-96a6-02a9c30204e6
uses,malware--4327aff5-f194-440c-b499-4d9730cc1eab,attack-pattern--3ccef7ae-cb5e-48f6-8302-897105fbf55c
uses,malware--1d1fce2f-0db5-402b-9843-4278a0694637,attack-pattern--b0533c6e-8fea-4788-874f-b799cacc4b92
uses,malware--edc5e045-5401-42bb-ad92-52b5b2ee0de9,attack-pattern--b97f1d35-4249-4486-a6b5-ee60ccf24fab
uses,malware--49fee0b0-390e-4bde-97f8-97ed46bd19b7,attack-pattern--1b7b1806-7746-41a1-a35d-e48dae25ddba
uses,intrusion-set--381fcf73-60f6-4ab2-9991-6af3cbc35192,attack-pattern--3257eb21-f9a7-4430-8de1-d8b6e288f529
uses,malware--327b3a25-9e60-4431-b3b6-93b9c64eacbc,attack-pattern--7bd9c723-2f78-4309-82c5-47cad406572b
uses,intrusion-set--222fbd21-fc4f-4b7e-9f85-0e6e3a76c33f,attack-pattern--e358d692-23c0-4a31-9eb6-ecc13a8d7735
detects,x-mitre-data-component--a7f22107-02e5-4982-9067-6625d4a1765a,attack-pattern--613d08bc-e8f4-4791-80b0-c8b974340dfd
detects,x-mitre-data-component--639e87f3-acb6-448a-9645-258f20da4bc5,attack-pattern--22905430-4901-4c2a-84f6-98243cb173f8
uses,malware--cc5497f7-a9e8-436f-94da-b2b4a9b9ad3c,attack-pattern--92d7da27-2d91-488e-a00c-059dc162766d
uses,intrusion-set--56319646-eb6e-41fc-ae53-aadfa7adb924,attack-pattern--2959d63f-73fd-46a1-abd2-109d7dcede32
uses,malware--c2417bab-3189-4d4d-9d60-96de2cdaf0ab,attack-pattern--2aed01ad-3df3-4410-a8cb-11ea4ded587c
uses,campaign--aa73efef-1418-4dbe-b43c-87a498e97234,attack-pattern--970a3432-3237-47ad-bcca-7d8cbb217736
uses,malware--1d1fce2f-0db5-402b-9843-4278a0694637,attack-pattern--354a7f88-63fb-41b5-a801-ce3b377b36f1
uses,malware--ec9e00dd-0313-4d5b-8105-c20aa47abffc,attack-pattern--03d7999c-1f4c-42cc-8373-e7690d318104
uses,intrusion-set--222fbd21-fc4f-4b7e-9f85-0e6e3a76c33f,attack-pattern--01a5a209-b94c-450b-b7f9-946497d91055
detects,x-mitre-data-component--2b3bfe19-d59a-460d-93bb-2f546adc2d2c,attack-pattern--0c2d00da-7742-49e7-9928-4514e5075d32
uses,malware--ba09b86c-1c40-4ff1-bda0-0d8c4ca35997,attack-pattern--3489cfc5-640f-4bb3-a103-9137b97de79f
uses,malware--e7a5229f-05eb-440e-b982-9a6d2b2b87c8,attack-pattern--43e7dc91-05b2-474c-b9ac-2ed4fe101f4d
uses,malware--f25aab1a-0cef-4910-a85d-bb38b32ea41a,attack-pattern--d63a3fb8-9452-4e9d-a60a-54be68d5998c
uses,intrusion-set--f9d6633a-55e6-4adc-9263-6ae080421a13,attack-pattern--40597f16-0963-4249-bf4c-ac93b7fb9807
uses,campaign--46421788-b6e1-4256-b351-f8beffd1afba,attack-pattern--2e34237d-8574-43f6-aace-ae2915de8597
uses,malware--3c18ad16-9eaf-4649-984e-68551bff0d47,attack-pattern--03d7999c-1f4c-42cc-8373-e7690d318104
uses,malware--56e6b6c2-e573-4969-8bab-783205cebbbf,attack-pattern--d63a3fb8-9452-4e9d-a60a-54be68d5998c
uses,campaign--519ee082-8ab6-439b-988f-a8a3f02c8d30,tool--11f8d7eb-1927-4806-9267-3a11d4d4d6be
uses,malware--7343e208-7cab-45f2-a47b-41ba5e2f0fab,attack-pattern--837f9164-50af-4ac0-8219-379d8a74cefc
uses,malware--750eb92a-7fdf-451e-9592-1d42357018f1,attack-pattern--df8b2a25-8bdf-4856-953c-a04372b1c161
uses,intrusion-set--467271fd-47c0-4e90-a3f9-d84f5cf790d0,malware--4327aff5-f194-440c-b499-4d9730cc1eab
detects,x-mitre-data-component--c0a4a086-cc20-4e1e-b7cb-29d99dfa3fb1,attack-pattern--acd0ba37-7ba9-4cc5-ac61-796586cd856d
uses,intrusion-set--fe8796a4-2a02-41a0-9d27-7aa1e995feb6,attack-pattern--9efb1ea7-c37b-4595-9640-b7680cd84279
uses,malware--805480f1-6caa-4a67-8ca9-b2b39650d986,attack-pattern--3ccef7ae-cb5e-48f6-8302-897105fbf55c
uses,malware--b00f90b6-c75c-4bfd-b813-ca9e6c9ebf29,attack-pattern--c21d5a77-d422-4a69-acd7-2c53c1faa34b
uses,intrusion-set--4c4a7846-45d5-4761-8eea-725fa989914c,attack-pattern--4f9ca633-15c5-463c-9724-bdcd54fde541
uses,campaign--4603cf2f-06d0-4970-9c5d-5071b08c817f,malware--0db09158-6e48-4e7c-8ce7-2b10b9c0c039
uses,intrusion-set--899ce53f-13a0-479b-a0e4-67d46e241542,malware--959f3b19-2dc8-48d5-8942-c66813a5101a
uses,malware--77e0ecf7-ca91-4c06-8012-8e728986a87a,attack-pattern--365be77f-fc0e-42ee-bac8-4faf806d9336
detects,x-mitre-data-component--181a9f8c-c780-4f1f-91a8-edb770e904ba,attack-pattern--ee7ff928-801c-4f34-8a99-3df965e581a5
uses,malware--5a3a31fe-5a8f-48e1-bff0-a753e5b1be70,attack-pattern--09c4c11e-4fa1-4f8c-8dad-3cf8e69ad119
uses,malware--5f9f7648-04ba-4a9f-bb4c-2a13e74572bd,attack-pattern--0259baeb-9f63-4c69-bf10-eb038c390688
mitigates,course-of-action--9bb9e696-bff8-4ae1-9454-961fc7d91d5f,attack-pattern--cfb525cc-5494-401d-a82b-2539ca46a561
uses,campaign--b03d5112-e23a-4ac8-add0-be7502d24eff,tool--066b057c-944e-4cfc-b654-e3dfba04b926
uses,malware--edc5e045-5401-42bb-ad92-52b5b2ee0de9,attack-pattern--ec8fc7e2-b356-455c-8db5-2e37be158e7d
uses,campaign--0257b35b-93ef-4a70-80dd-ad5258e6045b,attack-pattern--c1b68a96-3c48-49ea-a6c0-9b27359f9c19
mitigates,course-of-action--cc2399fd-3cd3-4319-8d0a-fbd6420cdaf8,attack-pattern--767dbf9e-df3f-45cb-8998-4903ab5f80c0
uses,malware--cad3ba95-8c89-4146-ab10-08daa813f9de,attack-pattern--cba37adb-d6fb-4610-b069-dd04c0643384
uses,malware--bfd2738c-8b43-43c3-bc9f-d523c8e88bf4,attack-pattern--e6919abc-99f9-4c6c-95a5-14761e7b2add
uses,tool--3433a9e8-1c47-4320-b9bf-ed449061d1c3,attack-pattern--68a0c5ed-bee2-4513-830d-5b0d650139bd
detects,x-mitre-data-component--2b3bfe19-d59a-460d-93bb-2f546adc2d2c,attack-pattern--ef67e13e-5598-4adc-bdb2-998225874fa9
uses,malware--e8545794-b98c-492b-a5b3-4b5a02682e37,attack-pattern--2f6b4ed7-fef1-44ba-bcb8-1b4beb610b64
uses,malware--bfd2738c-8b43-43c3-bc9f-d523c8e88bf4,attack-pattern--132d5b37-aac5-4378-a8dc-3127b18a73dc
uses,malware--54a73038-1937-4d71-a253-316e76d5413c,attack-pattern--cd25c1b4-935c-4f0e-ba8d-552f28bc4783
subtechnique-of,attack-pattern--4ab929c6-ee2d-4fb5-aab4-b14be2ed7179,attack-pattern--1ecb2399-e8ba-4f6b-8ba7-5c27d49405cf
uses,intrusion-set--df71bb3b-813c-45eb-a8bc-f2a419837411,malware--8a59f456-79a0-4151-9f56-9b1a67332af2
detects,x-mitre-data-component--84572de3-9583-4c73-aabd-06ea88123dd8,attack-pattern--2fee9321-3e71-4cf4-af24-d4d40d355b34
uses,malware--80a014ba-3fef-4768-990b-37d8bd10d7f4,attack-pattern--bf176076-b789-408e-8cba-7275e81c0ada
uses,malware--454fe82d-6fd2-4ac6-91ab-28a33fe01369,attack-pattern--215d9700-5881-48b8-8265-6449dbb7195d
uses,malware--3553b49d-d4ae-4fb6-ab17-0adbc520c888,attack-pattern--4933e63b-9b77-476e-ab29-761bc5b7d15a
uses,intrusion-set--894aab42-3371-47b1-8859-a4a074c804c8,attack-pattern--d336b553-5da9-46ca-98a8-0b23f49fb447
uses,malware--b2c5d3ca-b43a-4888-ad8d-e2d43497bf85,attack-pattern--f7c0689c-4dbd-489b-81be-7cb7c7079ade
detects,x-mitre-data-component--ed0dd8aa-1677-4551-bb7d-8da767617e1b,attack-pattern--435dfb86-2697-4867-85b5-2fef496c0517
detects,x-mitre-data-component--685f917a-e95e-4ba0-ade1-c7d354dae6e0,attack-pattern--58a3e6aa-4453-4cc8-a51f-4befe80b31a8
uses,intrusion-set--813636db-3939-4a45-bea9-6113e970c029,attack-pattern--d40239b3-05ff-46d8-9bdd-b46d13463ef9
uses,malware--edb24a93-1f7a-4bbf-a738-1397a14662c6,attack-pattern--f3c544dc-673c-4ef3-accb-53229f1ae077
uses,malware--8b880b41-5139-4807-baa9-309690218719,attack-pattern--a3e1e6c5-9c74-4fc0-a16c-a9d228c17829
uses,malware--e6ef745b-077f-42e1-a37d-29eecff9c754,attack-pattern--d1fcf083-a721-4223-aedf-bf8960798d62
uses,campaign--df74f7ad-b10d-431c-9f1d-a2bc18dadefa,attack-pattern--3f886f2a-874f-4333-b794-aa6075009b1c
detects,x-mitre-data-component--3772e279-27d6-477a-9fe3-c6beb363594c,attack-pattern--0a3ead4e-6d47-4ccb-854c-a6a4f9d96b22
uses,malware--0998045d-f96e-4284-95ce-3c8219707486,attack-pattern--e6919abc-99f9-4c6c-95a5-14761e7b2add
uses,malware--c113230f-f044-423b-af63-9b63c802f5ae,attack-pattern--d1fcf083-a721-4223-aedf-bf8960798d62
mitigates,course-of-action--b045d015-6bed-4490-bd38-56b41ece59a0,attack-pattern--8a2f40cf-8325-47f9-96e4-b1ca4c7389bd
uses,tool--1b3b8f96-43b1-4460-8e02-1f53d7802fb9,attack-pattern--e848506b-8484-4410-8017-3d235a52f5b3
uses,malware--c009560a-f097-45a3-8f9f-78ec1440a783,attack-pattern--1996eef1-ced3-4d7f-bf94-33298cabbf72
uses,intrusion-set--4a2ce82e-1a74-468a-a6fb-bbead541383c,attack-pattern--9efb1ea7-c37b-4595-9640-b7680cd84279
subtechnique-of,attack-pattern--1644e709-12d2-41e5-a60f-3470991f5011,attack-pattern--0a3ead4e-6d47-4ccb-854c-a6a4f9d96b22
uses,campaign--df74f7ad-b10d-431c-9f1d-a2bc18dadefa,attack-pattern--8f104855-e5b7-4077-b1f5-bc3103b41abe
uses,malware--e9e9bfe2-76f4-4870-a2a1-b7af89808613,attack-pattern--354a7f88-63fb-41b5-a801-ce3b377b36f1
uses,intrusion-set--d519164e-f5fa-4b8c-a1fb-cf0172ad0983,attack-pattern--4f9ca633-15c5-463c-9724-bdcd54fde541
uses,malware--0c52f5bc-557d-4083-bd27-66d7cdb794bb,attack-pattern--d511a6f6-4a33-41d5-bc95-c343875d1377
detects,x-mitre-data-component--ff93f688-d7a4-49cf-9c79-a14454da8428,attack-pattern--94cb00a4-b295-4d06-aa2b-5653b9c1be9c
uses,intrusion-set--381fcf73-60f6-4ab2-9991-6af3cbc35192,attack-pattern--d511a6f6-4a33-41d5-bc95-c343875d1377
uses,malware--d6e55656-e43f-411f-a7af-45df650471c5,attack-pattern--7bc57495-ea59-4380-be31-a64af124ef18
uses,intrusion-set--18854f55-ac7c-4634-bd9a-352dd07613b7,attack-pattern--b17a1a56-e99c-403c-8948-561df0cffe81
uses,malware--29231689-5837-4a7a-aafc-1b65b3f50cc7,attack-pattern--1c4e5d32-1fe9-4116-9d9d-59e3925bd6a2
uses,campaign--46421788-b6e1-4256-b351-f8beffd1afba,attack-pattern--57340c81-c025-4189-8fa0-fc7ede51bae4
uses,malware--ff6840c9-4c87-4d07-bbb6-9f50aa33d498,attack-pattern--9db0cf3a-a3c9-4012-8268-123b9db6fd82
uses,intrusion-set--7a19ecb1-3c65-4de3-a230-993516aed6a6,attack-pattern--57340c81-c025-4189-8fa0-fc7ede51bae4
uses,malware--54a01db0-9fab-4d5f-8209-53cef8425f4a,attack-pattern--c32f7008-9fea-41f7-8366-5eb9b74bd896
detects,x-mitre-data-component--da85d358-741a-410d-9433-20d6269a6170,attack-pattern--120d5519-3098-4e1c-9191-2aa61232f073
revoked-by,attack-pattern--10d5f3b7-6be6-4da5-9a77-0f1e2bbfcc44,attack-pattern--791481f8-e96a-41be-b089-a088763083d4
mitigates,course-of-action--78bb71be-92b4-46de-acd6-5f998fedf1cc,attack-pattern--926d8cfd-1d0d-4da2-ab49-3ca10ec3f3b5
uses,tool--3433a9e8-1c47-4320-b9bf-ed449061d1c3,attack-pattern--650c784b-7504-4df7-ab2c-4ea882384d1e
uses,malware--d1b7830a-fced-4be3-a99c-f495af9d9e1b,attack-pattern--005a06c6-14bf-4118-afa0-ebcd8aebb0c9
uses,intrusion-set--f29b7c5e-2439-42ad-a86f-9f8984fafae3,attack-pattern--3fc9b85a-2862-4363-a64d-d692e3ffbee0
uses,malware--edb24a93-1f7a-4bbf-a738-1397a14662c6,attack-pattern--cbb66055-0325-4111-aca0-40547b6ad5b0
uses,malware--54cc1d4f-5c53-4f0e-9ef5-11b4998e82e4,attack-pattern--120d5519-3098-4e1c-9191-2aa61232f073
uses,intrusion-set--44e43fad-ffcb-4210-abcf-eaaed9735f80,tool--b63970b7-ddfb-4aee-97b1-80d335e033a8
uses,malware--7c58fff0-d206-4db1-96b1-e3a9e0e320b9,attack-pattern--4bed873f-0b7d-41d4-b93a-b6905d1f90b0
uses,tool--c8655260-9f4b-44e3-85e1-6538a5f6e4f4,attack-pattern--354a7f88-63fb-41b5-a801-ce3b377b36f1
mitigates,course-of-action--feff9142-e8c2-46f4-842b-bd6fb3d41157,attack-pattern--43c9bc06-715b-42db-972f-52d25c09a20c
uses,intrusion-set--b7f627e2-0817-4cd5-8d50-e75f8aa85cc6,attack-pattern--7807d3a4-a885-4639-a786-c1ed41484970
uses,intrusion-set--35d1b3be-49d4-42f1-aaa6-ef159c880bca,attack-pattern--d157f9d2-d09a-4efa-bb2a-64963f94e253
uses,malware--2f8229dc-da94-41c6-89ba-b5b6c32f6b7d,attack-pattern--354a7f88-63fb-41b5-a801-ce3b377b36f1
uses,intrusion-set--fd66436e-4d33-450e-ac4c-f7810f1c85f4,tool--26c87906-d750-42c5-946c-d4162c73fc7b
detects,x-mitre-data-component--685f917a-e95e-4ba0-ade1-c7d354dae6e0,attack-pattern--86850eff-2729-40c3-b85e-c4af26da4a2d
uses,malware--cad3ba95-8c89-4146-ab10-08daa813f9de,attack-pattern--20fb2507-d71c-455d-9b6d-6104461cf26b
uses,intrusion-set--44e43fad-ffcb-4210-abcf-eaaed9735f80,attack-pattern--9efb1ea7-c37b-4595-9640-b7680cd84279
uses,malware--95e2cbae-d82c-4f7b-b63c-16462015d35d,attack-pattern--3ccef7ae-cb5e-48f6-8302-897105fbf55c
uses,malware--fde19a18-e502-467f-be14-58c71b4e7f4b,attack-pattern--8f4a33ec-8b1f-4b80-a2f6-642b2e479580
uses,intrusion-set--f9c06633-dcff-48a1-8588-759e7cec5694,attack-pattern--d742a578-d70e-4d0e-96a6-02a9c30204e6
uses,intrusion-set--899ce53f-13a0-479b-a0e4-67d46e241542,malware--e6ef745b-077f-42e1-a37d-29eecff9c754
uses,malware--7acb15b6-fe2c-4319-b136-6ab36ff0b2d4,attack-pattern--354a7f88-63fb-41b5-a801-ce3b377b36f1
uses,malware--cf8df906-179c-4a78-bd6e-6605e30f6624,attack-pattern--8f4a33ec-8b1f-4b80-a2f6-642b2e479580
uses,intrusion-set--06a11b7e-2a36-47fe-8d3e-82c265df3258,tool--294e2560-bd48-44b2-9da2-833b5588ad11
uses,malware--54895630-efd2-4608-9c24-319de972a9eb,attack-pattern--b80d107d-fa0d-4b60-9684-b0433e8bdba0
uses,malware--6cd07296-14aa-403d-9229-6343d03d4752,attack-pattern--354a7f88-63fb-41b5-a801-ce3b377b36f1
detects,x-mitre-data-component--3551476e-14f5-4e48-a518-e82135329e03,attack-pattern--1988cc35-ced8-4dad-b2d1-7628488fa967
uses,intrusion-set--7a19ecb1-3c65-4de3-a230-993516aed6a6,attack-pattern--a01bf75f-00b2-4568-a58f-565ff9bf202b
uses,intrusion-set--fbe9387f-34e6-4828-ac28-3080020c597b,attack-pattern--d63a3fb8-9452-4e9d-a60a-54be68d5998c
uses,malware--d6b3fcd0-1c86-4350-96f0-965ed02fcc51,attack-pattern--0f20e3cb-245b-4a61-8a91-2d93f7cb0e9b
mitigates,course-of-action--9bb9e696-bff8-4ae1-9454-961fc7d91d5f,attack-pattern--b46a801b-fd98-491c-a25a-bca25d6e3001
uses,campaign--78068e68-4124-4243-b6f4-76e4e5be8a06,attack-pattern--3489cfc5-640f-4bb3-a103-9137b97de79f
detects,x-mitre-data-component--5f7c9def-0ddf-423b-b1f8-fb2ddeed0ce3,attack-pattern--1f9c2bae-b441-4f66-a8af-b65946ee72f2
subtechnique-of,attack-pattern--1b7b1806-7746-41a1-a35d-e48dae25ddba,attack-pattern--7f0ca133-88c4-40c6-a62f-b3083a7fbc2e
uses,malware--edc5e045-5401-42bb-ad92-52b5b2ee0de9,attack-pattern--29be378d-262d-4e99-b00d-852d573628e6
detects,x-mitre-data-component--685f917a-e95e-4ba0-ade1-c7d354dae6e0,attack-pattern--1bae753e-8e52-4055-a66d-2ead90303ca9
uses,malware--959f3b19-2dc8-48d5-8942-c66813a5101a,attack-pattern--e6919abc-99f9-4c6c-95a5-14761e7b2add
uses,malware--32066e94-3112-48ca-b9eb-ba2b59d2f023,attack-pattern--03d7999c-1f4c-42cc-8373-e7690d318104
uses,intrusion-set--c5947e1c-1cbc-434c-94b8-27c7e3be0fff,attack-pattern--0f20e3cb-245b-4a61-8a91-2d93f7cb0e9b
uses,malware--0b639373-5f03-430e-b8f9-2fe8c8faad8e,attack-pattern--e64c62cf-9cd7-4a14-94ec-cdaac43ab44b
subtechnique-of,attack-pattern--d63a3fb8-9452-4e9d-a60a-54be68d5998c,attack-pattern--799ace7f-e227-4411-baa0-8868704f2a69
uses,intrusion-set--93f52415-0fe4-4d3d-896c-fc9b8e88ab90,attack-pattern--3c4a2599-71ee-4405-ba1e-0e28414b4bc5
uses,malware--e14085cb-0e8d-4be6-92ba-e3b93ee5978f,attack-pattern--ec8fc7e2-b356-455c-8db5-2e37be158e7d
uses,malware--049ff071-0b3c-4712-95d2-d21c6aa54501,attack-pattern--e358d692-23c0-4a31-9eb6-ecc13a8d7735
uses,malware--e928333f-f3df-4039-9b8b-556c2add0e42,attack-pattern--d63a3fb8-9452-4e9d-a60a-54be68d5998c
uses,intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,attack-pattern--bc76d0a4-db11-4551-9ac4-01a469cfb161
uses,intrusion-set--2688b13e-8e71-405a-9c40-0dee94bddf87,attack-pattern--e6919abc-99f9-4c6c-95a5-14761e7b2add
